INDEX,PM2.5-1,PM2.5-2
1,31.35729916282721,30.19607153630357
2,28.227872801029477,27.4168926049264
3,26.146096132462247,24.482043532278357
4,21.81755734840318,22.366691148721976
5,23.6818075512762,23.378125674731837
6,21.501725218005475,21.652964572252912
7,21.225057668881604,20.864221862089977
8,18.980180927487652,19.31039710124534
9,15.885698997462681,16.919877838014706
10,13.22209622452634,14.4800013773544
11,14.636641633734762,14.377598794576645
12,18.2140555258711,17.40400882396042
13,19.410057174120677,18.68405778687821
14,16.314870146503395,16.745947754362486
15,15.480946316672561,16.222998419880955
16,15.691149056366433,16.382606079782555
17,12.294190421300042,13.455284545265984
18,11.173767946401115,12.0271532308404
19,8.422163918850023,10.20143487200855
20,10.734256044868156,11.811539819410122
21,9.92629514095723,11.226746686448802
22,11.118367277968868,12.146966993266778
23,12.859042684101068,13.160246263532164
24,16.847863366417176,15.918523409265994
25,18.74776521290056,17.44049793941602
26,14.13106934903364,14.627370189050493
27,12.95194945056759,13.364176572749471
28,12.074610763184571,11.893181608355922
29,12.920857374019857,12.35278273402812
30,12.830917985836212,12.596014399435381
31,12.369094356560494,12.425712195065454
32,12.07881598559368,12.309332856492787
33,12.27254101601414,12.231178838562851
34,11.884526465698187,11.831801414041013
35,14.69652633057444,13.521774602600491
36,14.7887540249426,13.64708871983637
37,13.12507956685956,12.94856476298512
38,11.86245065168182,11.979018729375184
39,10.199784700146639,10.498577130629716
40,8.617608287345146,8.53576071565252
41,8.860343700208704,7.991505754705171
42,9.546099062645972,8.406046188551127
43,7.834807775802472,7.677929472774045
44,8.236106079062925,8.003791287191017
45,5.661802955286394,6.284285687903365
46,4.6792414089266074,4.428632834438903
47,5.676713665937532,4.60149574843979
48,7.481647565270319,5.8571931333536185
49,9.898326490876853,8.093180182279008
50,9.898518485315813,8.863615181947862
51,9.744664556916192,8.912491344186204
52,9.374484878744388,8.064581175163084
53,9.425938571103984,8.213326930303243
54,7.939775826309701,7.773364882103955
55,6.69234440230925,6.974616631271124
56,7.7359372376722195,7.24644913919298
57,8.10208627713752,7.775810582657787
58,11.883560136170908,10.323232218893581
59,11.56744791098451,10.730713357924722
60,12.209150886199826,10.959533587492212
61,13.241579606858005,12.029260784714127
62,11.678475038656519,10.478983183286749
63,11.953027598758386,11.050796220788627
64,10.22842426459665,10.208097120110201
65,11.64202880887633,9.678300472896366
66,17.98656213550109,11.80251437991123
67,12.044795523324018,9.0596100384427
68,8.29033126202322,7.6445313368173355
69,11.034148900660963,8.599868701633739
70,10.812028946495074,8.340582222730099
71,13.0104433756056,8.912517716870603
72,12.666123080949006,9.281262116205678
73,14.00416715581778,9.47495430639879
74,15.768080106622744,11.614662815696493
75,13.235795219942439,11.62591172059363
76,25.49077085362788,19.31252493420311
77,35.23830737434055,27.269080910632656
78,23.83834895457546,21.644692954932726
79,25.47975493477613,23.084688552194354
80,35.60819929970684,32.41566609599784
81,41.31276215046926,36.86631260477994
82,38.316833421962194,34.82708767242831
83,36.401056132284204,31.978601470792498
84,37.089508356771134,31.309028582577028
85,39.37079025903695,33.37714011745841
86,43.34859088741661,36.64487759227963
87,40.99284651298596,34.95948941341796
88,34.23279070981939,28.972027652051942
