INDEX,PM2.5
1,37.985172
2,44.907566
3,44.167458
4,38.661217
5,31.511082
6,30.620743
7,32.12783
8,36.672424
9,45.485744
10,53.2891
11,58.627464
12,58.459248
13,49.810394
14,57.845135
15,65.22037
16,68.35845
17,58.11032
18,43.47644
19,39.828224
20,38.545258
21,37.243687
22,39.8376
23,37.236572
24,41.864666
25,47.048058
26,51.233837
27,53.00716
28,52.903046
29,55.315342
30,57.680237
31,59.510036
32,72.16696
33,71.25766
34,67.93976
35,66.087326
36,67.52549
37,64.93545
38,62.803013
39,56.64367
40,51.25542
41,45.181355
42,41.252117
43,41.39229
44,41.271362
45,43.17619
46,44.49215
47,43.741833
48,43.089897
49,41.19151
50,44.32692
51,42.196533
52,42.631737
53,44.730186
54,50.564426
55,55.07238
56,70.190926
57,74.153496
58,72.21971
59,56.56902
60,64.573944
61,66.34726
62,60.98208
63,55.036896
64,49.495193
65,50.243256
66,55.042637
67,53.754986
68,57.603027
69,58.88954
70,56.7884
71,54.565063
72,53.552773
73,51.68777
74,55.951916
75,47.902443
76,46.2681
77,45.633537
78,44.714214
79,44.490044
80,43.34399
81,48.819927
82,48.779156
83,57.678333
84,59.671745
85,61.833595
86,60.62851
87,56.331352
88,50.561356
89,47.169945
90,44.494812
91,41.91516
92,42.569977
93,47.197937
94,50.488297
95,50.82881
96,49.632145
97,53.057487
98,50.06957
99,47.81503
100,46.785603
101,50.179417
102,49.089268
103,50.46038
104,50.877937
105,41.078655
106,41.364468
107,43.601738
108,42.886345
109,38.766285
110,36.687115
111,31.264683
112,24.939753
113,23.68877
114,26.870708
115,32.824207
116,34.497185
117,40.31274
118,47.467438
119,48.83609
120,50.924385
121,50.46308
122,53.609116
123,63.13526
124,61.476013
125,57.377728
126,54.95198
127,62.235977
128,70.21426
129,74.01714
130,69.20923
131,67.05986
132,62.36374
133,71.62021
134,56.86256
135,45.777473
136,45.95015
137,51.52775
138,46.57194
139,45.510525
140,50.494606
141,47.037266
142,50.05352
143,44.91375
144,51.079887
145,45.64502
146,49.827324
147,56.03537
148,62.808823
149,72.97453
150,74.69448
151,77.01276
152,74.98776
153,74.993744
154,69.04852
155,49.673943
156,36.548046
157,42.631172
158,32.267025
159,23.857426
160,32.600525
161,36.26146
162,44.76026
163,48.49534
164,51.637985
165,56.55873
166,63.83292
167,70.48579
168,69.967186
169,68.89849
170,72.31078
171,75.47261
172,78.97259
173,71.67105
174,68.78914
175,60.353584
176,60.378902
177,49.673878
178,40.07617
179,31.703533
180,29.180603
181,28.73404
182,31.167343
183,38.908157
184,45.44437
185,44.57942
186,45.012466
187,47.603527
188,50.7527
189,51.223545
190,52.084045
191,50.369057
192,46.567905
193,43.003525
194,46.596474
195,42.082413
196,43.866005
197,44.25079
198,44.81198
199,40.61128
200,38.359467
201,36.463425
202,37.453503
203,37.734013
204,40.720104
205,42.013897
206,42.234825
207,56.381767
208,80.85532
209,88.70919
210,94.95022
211,94.46999
212,89.809654
213,77.83053
214,60.529964
215,45.8439
216,43.509792
217,43.99485
218,42.9556
219,36.786266
220,40.61019
221,41.704952
222,43.752827
223,43.854332
224,50.629387
225,53.76152
226,55.679356
227,60.02013
228,55.38486
229,58.08534
230,56.363834
231,62.594208
232,67.433846
233,72.33508
234,80.03549
235,83.09973
236,78.306046
237,67.888855
238,61.443077
239,55.941242
240,55.38381
241,57.1107
242,55.148212
243,55.86093
244,59.61705
245,57.377834
246,49.37284
247,46.902626
248,53.19143
249,46.318634
250,50.408188
251,58.91737
252,63.868576
253,67.99832
254,64.449486
255,60.1025
256,53.964043
257,52.545868
258,55.213493
259,60.77291
260,57.195663
261,56.7302
262,46.46581
263,45.448154
264,39.53209
265,40.43024
266,34.87021
267,38.569298
268,36.52947
269,36.73126
270,36.997665
271,38.613407
272,53.48027
273,56.957336
274,62.650894
275,64.66278
276,66.939705
277,59.990753
278,51.479465
279,49.48194
280,45.1335
281,44.813553
282,44.812347
283,48.81816
284,45.517475
285,44.879692
286,43.35937
287,42.06183
288,39.764954
289,43.992184
290,45.97742
291,38.31178
292,34.784252
293,34.00117
294,36.627155
295,43.655403
