INDEX,PM2.5
1,0.7134049
2,1.7836069
3,1.7553992
4,1.2166364
5,1.3181862
6,1.7859288
7,2.1846447
8,3.3959908
9,2.0728347
10,3.2216442
11,3.3900487
12,3.0406883
13,1.9883552
14,3.1663842
15,3.736191
16,3.5998824
17,2.6945276
18,1.1866565
19,0.84515643
20,0.3925498
21,0.22857499
22,0.42415276
23,0.3532584
24,0.7088227
25,1.3731974
26,1.829898
27,1.9194099
28,1.7565978
29,2.1183867
30,2.594834
31,3.2385287
32,4.341742
33,4.2602086
34,3.646373
35,3.6947975
36,3.7492783
37,3.412364
38,3.0326757
39,2.5634685
40,1.8333428
41,0.916459
42,0.6437057
43,0.6906716
44,0.7660392
45,1.0022033
46,1.1735425
47,0.96260643
48,1.173331
49,0.7278735
50,0.79119587
51,0.8940973
52,1.0177556
53,1.3033417
54,2.1687372
55,2.8395722
56,4.2326064
57,5.766968
58,4.767929
59,3.5792825
60,3.7759578
61,3.5539482
62,3.2932155
63,2.1731598
64,1.3228104
65,1.4957674
66,2.1542413
67,2.5513146
68,2.9240694
69,2.6174722
70,2.4932554
71,2.4997776
72,2.3048975
73,2.233849
74,2.6990485
75,1.6442367
76,1.6851315
77,1.760131
78,1.5968102
79,1.7546611
80,2.1510239
81,2.9020975
82,3.3865054
83,3.0781953
84,2.857406
85,2.9041162
86,2.7038345
87,2.1491046
88,1.703952
89,1.4432927
90,1.2486129
91,1.0050523
92,0.97860223
93,1.4202958
94,1.8111871
95,1.6908398
96,1.4853835
97,1.9735062
98,1.6999353
99,1.3355854
100,1.3648815
101,2.0042024
102,2.278288
103,1.9439124
104,2.765989
105,2.1400802
106,2.494964
107,0.82077014
108,0.6673237
109,0.18597269
110,0.03428124
111,0.03428124
112,0.24963889
113,0.6722747
114,0.77334094
115,0.03428124
116,0.24293593
117,0.62050796
118,1.3760365
119,1.3606777
120,1.6028366
121,1.56443
122,2.5397627
123,2.8614929
124,2.7936573
125,2.5533576
126,2.319456
127,2.955402
128,4.5968876
129,4.466217
130,3.9906907
131,3.9196692
132,3.734368
133,4.262272
134,2.527371
135,1.2388618
136,1.4860188
137,1.6094517
138,1.4231869
139,1.3964617
140,1.6957172
141,1.4583194
142,1.8003615
143,1.2291064
144,2.0551822
145,1.5230703
146,1.9775506
147,2.8046343
148,3.5255713
149,4.0808597
150,4.3208613
151,4.731735
152,5.002735
153,4.530977
154,3.8921998
155,1.5485431
156,0.25149053
157,1.406603
158,0.03428124
159,1.8418489
160,0.03428124
161,0.23187827
162,1.5017555
163,2.0804186
164,2.5766423
165,3.2037234
166,3.6361246
167,4.131768
168,4.1189275
169,4.0349536
170,3.9903414
171,4.5494266
172,5.1128864
173,4.589459
174,4.1513104
175,3.3319163
176,3.8910482
177,2.6380098
178,1.1740196
179,0.03428124
180,0.27928743
181,0.7632475
182,0.39194512
183,0.598906
184,1.1380875
185,1.0798998
186,1.5285984
187,2.1807253
188,2.821458
189,3.2998993
190,3.4576502
191,3.4501405
192,2.648624
193,1.7713034
194,2.2154865
195,1.9119588
196,1.944424
197,2.0410962
198,2.259423
199,1.4850694
200,2.1438146
201,1.2060616
202,1.3468033
203,1.1100565
204,1.8080722
205,1.8689649
206,1.7335643
207,3.457637
208,5.43816
209,6.9120584
210,8.248462
211,7.650458
212,6.7557583
213,5.496365
214,3.8584406
215,2.2638643
216,1.9690704
217,2.4801884
218,1.8561822
219,1.4895191
220,1.5654365
221,1.8870256
222,2.153703
223,1.892989
224,3.4967687
225,3.1886947
226,3.1312227
227,3.2891424
228,2.937217
229,3.4602966
230,3.4370568
231,4.013866
232,4.3074155
233,4.525888
234,5.7289467
235,5.8800106
236,5.3284025
237,3.949521
238,3.5444624
239,3.0070646
240,3.1331236
241,3.380914
242,2.9250216
243,2.961826
244,3.4844117
245,3.3844073
246,2.5905282
247,2.5792449
248,3.9931905
249,3.1741886
250,2.9387171
251,3.3298864
252,3.7197402
253,4.3877344
254,4.2580614
255,3.3409443
256,2.3993359
257,2.250976
258,2.9278286
259,3.0269716
260,2.645194
261,2.405506
262,1.3709093
263,1.1556661
264,0.613732
265,0.61425126
266,0.06854774
267,0.5287533
268,0.20317525
269,0.32706487
270,0.67287546
271,1.0131551
272,3.615272
273,3.4206107
274,3.6524177
275,3.807595
276,4.046683
277,2.6858764
278,1.7424328
279,1.7207361
280,1.2268298
281,1.0565803
282,1.2451663
283,1.566292
284,1.3886157
285,1.469765
286,1.2364352
287,1.035942
288,0.9201863
289,0.9347408
290,1.089134
291,0.31646648
292,0.14165586
293,0.112658665
294,0.48216626
295,1.2908858
296,2.4448159
297,2.101103
298,1.6987647
299,2.2090325
300,2.1579854
301,2.4032552
302,2.0114822
303,2.6877766
304,3.2520838
305,4.698407
306,4.462192
307,3.5914292
308,3.270628
309,2.3662403
310,2.0417771
311,1.4412228
312,0.9214426
313,2.276095
314,1.5177914
315,1.7944148
316,1.245218
317,1.5807276
318,1.7562416
319,1.0101566
320,1.5657625
321,1.797257
322,0.70336115
323,1.2945157
324,1.267459
325,1.5841911
326,0.5688906
327,0.84151953
328,1.091287
329,0.92365277
330,2.3597395
331,1.7846744
332,1.9359505
333,2.0931587
334,2.6935246
335,3.4633837
336,2.8331332
337,2.2757087
338,1.9463379
339,2.105576
340,1.728409
341,1.35714
342,1.7156057
343,2.325335
344,2.392054
345,1.2924256
346,0.5368693
347,0.8877045
348,0.7458594
349,0.39192575
350,0.48165378
351,0.7715873
352,0.980167
353,0.92065585
354,1.5437655
355,0.85502976
356,0.88620913
357,0.98277587
358,1.1550045
359,1.1688539
360,1.4612513
361,2.098415
362,3.142101
363,3.48834
364,2.7108724
365,1.939133
366,1.6556025
367,2.384773
368,2.6583014
369,1.515404
370,1.4106625
371,0.44801384
372,0.03428124
373,0.25432655
374,0.7519217
375,0.59906495
376,0.8649174
377,1.5901366
378,1.6413965
379,1.2703204
380,0.9189202
381,0.81562656
382,1.438769
383,1.3353486
384,0.7566704
385,0.8825673
386,1.10333
387,1.1798495
388,1.2198131
389,1.7572567
390,2.2878916
391,1.861193
392,2.6444252
393,3.0031583
394,2.8969598
395,2.9746861
396,2.6428468
397,2.1666262
398,1.0311042
399,0.57928866
400,0.5524487
401,0.7787335
402,0.7678093
403,0.64746195
404,0.50533193
405,0.23435664
406,0.03428124
407,0.03428124
408,0.03428124
409,0.03428124
410,0.03428124
411,0.39480266
412,0.03428124
413,0.03428124
414,0.03428124
415,0.5053634
416,1.8562943
417,1.2509077
418,0.6125524
419,0.6493314
420,0.63778317
421,0.8547787
422,0.30982262
423,0.03428124
424,0.03428124
425,0.22411916
426,0.03428124
427,0.03428124
428,0.03428124
429,0.16102266
430,0.5398282
431,0.48234406
432,0.66966116
433,0.9738848
434,1.0266203
435,0.78437215
436,0.79283506
437,0.91163397
438,1.516297
439,1.6011654
440,2.9327998
441,2.4891741
442,2.1807013
443,2.1110747
444,0.64984137
445,1.7423011
446,1.4433136
447,0.4576288
448,0.30409524
449,0.03428124
450,0.5649567
451,0.36094618
452,0.03428124
453,0.33450317
454,0.46467882
455,0.7724798
456,1.149822
457,1.2326281
458,1.7236627
459,1.1115285
460,0.8433806
461,1.0545847
462,0.8904059
463,0.3206958
464,0.6189822
465,0.93759775
466,1.7185745
467,0.8110235
468,0.9904661
469,1.4304733
470,2.9248428
